CO_ID;CL_ID;DATA;CL_GENERO;CL_SEG;QTD_ITENS;QTD_PRODUTOS_DISTINTOS;QTD_CATEGORIAS_DISTINTAS;CATEGORIAS
194548;919;11/08/2019;F;C;47;47;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
194609;780;11/08/2019;M;B;59;59;6;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
194691;262;11/08/2019;M;B;43;43;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
194698;138;11/08/2019;F;B;30;30;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
194772;527;11/08/2019;F;B;15;15;5;['ACESSORIOS', 'ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
194837;481;11/08/2019;M;B;32;32;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
194918;31;11/08/2019;F;C;54;54;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
194986;376;11/08/2019;F;B;34;34;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
195070;113;11/08/2019;F;B;35;35;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
195169;791;11/08/2019;F;B;12;12;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
195210;250;11/08/2019;F;B;53;53;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
195272;552;11/08/2019;M;B;28;28;6;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
195362;176;11/08/2019;F;B;20;20;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
195408;194;11/08/2019;F;B;48;48;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
195409;954;11/08/2019;F;B;42;42;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
195501;31;11/08/2019;F;C;53;53;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
195536;345;11/08/2019;F;B;56;56;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
195548;155;11/08/2019;F;B;25;25;5;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
195616;764;11/08/2019;F;B;23;23;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
195676;88;15/11/2019;F;B;17;17;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
195688;464;15/11/2019;M;B;26;26;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
195724;195;15/11/2019;M;B;57;57;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
195750;380;15/11/2019;M;B;71;71;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
195794;83;15/11/2019;M;B;23;23;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
195883;207;15/11/2019;F;B;45;45;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
195958;686;15/11/2019;F;A;17;17;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
196008;850;15/11/2019;M;C;55;55;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
196091;51;15/11/2019;F;B;19;19;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
196162;471;15/11/2019;F;A;45;45;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
196184;833;15/11/2019;F;B;57;57;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
196247;413;15/11/2019;M;B;73;73;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
196273;116;15/11/2019;M;B;46;46;4;['ACESSORIOS', 'ALIMENTOS', 'HIGIENE', 'LIMPEZA']
196293;454;15/11/2019;F;B;54;54;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
196389;293;15/11/2019;M;B;8;8;3;['ALIMENTOS', 'BEBIDAS', 'HIGIENE']
196443;398;15/11/2019;F;B;30;30;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
196536;890;15/11/2019;M;C;45;45;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
196577;373;15/11/2019;F;B;70;70;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
196612;665;15/11/2019;M;B;4;4;3;['ALIMENTOS', 'BEBIDAS', 'LIMPEZA']
196699;513;15/11/2019;F;B;64;64;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
196709;94;15/11/2019;M;C;21;21;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
196755;569;20/11/2019;M;A;57;57;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
196850;888;20/11/2019;F;B;64;64;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
196859;614;20/11/2019;F;B;14;14;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
196874;831;20/11/2019;F;B;62;62;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
196900;956;20/11/2019;M;C;57;57;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
196993;730;20/11/2019;F;B;19;19;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
197049;747;20/11/2019;M;B;67;67;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
197099;2;20/11/2019;M;B;74;74;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
197151;263;20/11/2019;M;B;73;73;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
197160;492;20/11/2019;F;C;72;72;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
197170;882;20/11/2019;F;B;7;7;2;['ALIMENTOS', 'LIMPEZA']
197268;190;20/11/2019;M;B;70;70;6;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
197316;145;20/11/2019;M;B;3;3;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
197349;218;20/11/2019;M;B;32;32;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
197398;473;20/11/2019;F;B;60;60;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
197402;106;20/11/2019;M;B;71;71;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
197428;651;20/11/2019;F;B;21;21;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
197506;863;20/11/2019;F;B;71;71;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
197583;524;20/11/2019;F;C;33;33;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
197667;800;20/11/2019;M;C;26;26;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
197709;340;20/11/2019;M;B;23;23;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
197795;24;20/11/2019;F;C;49;49;6;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
197834;149;20/11/2019;M;A;46;46;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
197908;279;20/11/2019;M;B;40;40;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
197936;857;20/11/2019;F;B;60;60;6;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
198024;706;20/11/2019;F;A;41;41;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
198101;133;20/11/2019;F;B;53;53;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
198180;429;20/11/2019;M;C;14;14;4;['ACESSORIOS', 'ALIMENTOS', 'HIGIENE', 'LIMPEZA']
198260;547;20/11/2019;F;C;1;1;1;['LIMPEZA']
198325;790;20/11/2019;F;B;18;18;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
198404;168;20/11/2019;F;B;64;64;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
198407;38;20/11/2019;M;B;48;48;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
198457;555;20/11/2019;M;A;34;34;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
198554;989;20/11/2019;M;B;70;70;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
198615;537;20/11/2019;F;B;63;63;6;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
198646;188;20/11/2019;M;B;24;24;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
198724;919;20/11/2019;F;C;11;11;4;['ACESSORIOS', 'ALIMENTOS', 'HIGIENE', 'LIMPEZA']
198732;536;20/11/2019;M;B;65;65;6;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
198822;999;20/11/2019;M;C;17;17;4;['ACESSORIOS', 'ALIMENTOS', 'HIGIENE', 'LIMPEZA']
198863;112;20/11/2019;M;B;17;17;4;['ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
198954;108;20/11/2019;M;B;63;63;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
199020;864;20/11/2019;F;B;11;11;4;['ACESSORIOS', 'ALIMENTOS', 'HIGIENE', 'LIMPEZA']
199107;310;20/11/2019;M;C;34;34;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
199129;481;20/11/2019;M;B;21;21;4;['ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
199227;526;20/11/2019;M;B;27;27;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
199286;730;20/11/2019;F;B;57;57;6;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
199321;222;20/11/2019;F;B;69;69;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
199376;11;20/11/2019;F;A;37;37;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
199464;466;20/11/2019;F;C;34;34;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
199508;850;20/11/2019;M;C;62;62;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
199551;932;27/11/2019;M;B;60;60;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
199572;148;27/11/2019;M;A;15;15;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
199652;526;27/11/2019;M;B;14;14;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
199717;438;27/11/2019;F;B;69;69;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
199811;921;27/11/2019;M;B;55;55;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
199827;704;27/11/2019;F;C;50;50;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
199883;481;27/11/2019;M;B;73;73;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
199969;3;27/11/2019;F;B;67;67;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
200040;562;27/11/2019;F;B;39;39;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
200093;949;27/11/2019;M;B;54;54;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
200173;826;27/11/2019;F;C;67;67;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
200185;860;27/11/2019;M;B;29;29;6;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
200203;741;27/11/2019;M;B;36;36;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
200233;998;27/11/2019;F;C;40;40;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
200320;467;27/11/2019;F;B;25;25;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
200345;829;27/11/2019;F;B;13;13;4;['ACESSORIOS', 'ALIMENTOS', 'HIGIENE', 'LIMPEZA']
200386;940;27/11/2019;F;B;74;74;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
200485;765;12/03/2019;F;B;27;27;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
200544;952;12/03/2019;F;C;1;1;1;['ALIMENTOS']
200619;55;12/03/2019;F;B;21;21;5;['ACESSORIOS', 'ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
200666;338;12/03/2019;M;B;45;45;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
200697;876;12/03/2019;F;B;53;53;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
200730;187;12/03/2019;M;B;42;42;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
200819;882;12/03/2019;F;B;31;31;5;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
200891;362;12/03/2019;F;B;23;23;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
200939;326;12/03/2019;F;B;62;62;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
201028;250;12/03/2019;F;B;73;73;6;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
201063;311;12/03/2019;F;C;26;26;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
201084;536;12/03/2019;M;B;50;50;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
201123;485;12/03/2019;M;B;77;77;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
201189;259;12/03/2019;M;B;32;32;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
201267;513;12/03/2019;F;B;29;29;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
201296;911;12/03/2019;F;B;1;1;1;['PET']
201350;1000;12/03/2019;F;B;38;38;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
201411;440;12/03/2019;F;C;28;28;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
201503;553;12/03/2019;F;B;13;13;6;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
201577;488;12/03/2019;M;B;12;12;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
201663;525;12/03/2019;M;B;11;11;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
201737;226;12/03/2019;F;B;36;36;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
201775;125;12/03/2019;M;B;12;12;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
201832;542;12/03/2019;M;B;74;74;5;['#N/D', 'ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
201926;235;12/03/2019;F;B;70;70;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
202005;304;12/03/2019;F;B;64;64;6;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
202032;498;12/03/2019;M;B;10;10;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
202058;381;12/03/2019;F;B;45;45;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
202097;995;12/03/2019;M;B;49;49;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
202098;552;12/03/2019;M;B;42;42;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
202156;979;12/03/2019;F;A;56;56;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
202249;997;12/03/2019;M;C;9;9;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
202268;598;12/03/2019;F;B;1;1;1;['HIGIENE']
202317;523;12/03/2019;M;B;65;65;4;['ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
202349;993;12/03/2019;M;B;69;69;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
202350;283;12/03/2019;M;B;30;30;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
202422;391;12/03/2019;F;A;68;68;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
202483;649;12/03/2019;F;B;20;20;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
202536;512;12/03/2019;M;B;59;59;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
202561;500;12/03/2019;M;C;70;70;6;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
202605;712;12/03/2019;F;B;44;44;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
202609;795;12/03/2019;F;B;18;18;4;['ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
202686;675;12/03/2019;M;B;31;31;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
202703;219;12/03/2019;M;B;6;6;1;['ALIMENTOS']
202789;388;12/03/2019;F;B;55;55;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
202878;856;12/03/2019;F;B;30;30;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
202911;880;12/03/2019;M;B;61;61;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
203006;101;12/03/2019;F;C;34;34;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
203099;202;12/03/2019;M;B;42;42;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
203144;588;12/03/2019;F;C;58;58;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
203149;724;12/03/2019;M;B;37;37;6;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
203216;57;12/03/2019;M;B;39;39;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
203285;413;12/03/2019;M;B;71;71;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
203338;22;12/03/2019;M;B;64;64;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
203398;897;12/03/2019;M;C;55;55;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
203426;831;12/03/2019;F;B;66;66;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
203472;978;12/03/2019;F;C;4;4;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
203518;279;12/03/2019;M;B;28;28;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
203526;537;12/03/2019;F;B;21;21;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
203538;413;12/03/2019;M;B;12;12;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
203618;80;12/03/2019;F;C;54;54;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
203665;138;12/05/2019;F;B;71;71;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
203714;61;12/05/2019;M;B;51;51;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
203781;768;12/05/2019;F;B;57;57;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
203801;472;12/05/2019;M;C;16;16;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
203803;337;12/05/2019;M;B;14;14;4;['ACESSORIOS', 'ALIMENTOS', 'HIGIENE', 'PET']
203839;769;12/05/2019;F;C;19;19;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
203862;140;12/05/2019;F;C;41;41;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
203872;15;12/05/2019;M;C;68;68;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
203951;14;12/05/2019;M;B;17;17;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
204017;201;12/05/2019;M;B;54;54;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
204106;770;12/05/2019;M;B;68;68;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
204159;4;12/05/2019;M;B;45;45;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
204174;209;12/05/2019;F;B;44;44;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
204197;644;12/05/2019;M;C;54;54;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
204229;620;12/05/2019;M;B;35;35;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
204238;468;12/05/2019;M;C;5;5;4;['ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
204276;160;12/05/2019;F;B;58;58;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
204283;589;12/05/2019;F;C;51;51;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
204348;342;12/05/2019;M;B;24;24;4;['ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
204411;701;12/05/2019;M;B;9;9;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
204445;842;12/05/2019;M;B;50;50;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
204543;711;12/05/2019;M;B;27;27;4;['ACESSORIOS', 'ALIMENTOS', 'HIGIENE', 'LIMPEZA']
204615;43;12/05/2019;M;B;58;58;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
204713;425;12/05/2019;F;B;40;40;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
204777;571;12/05/2019;F;B;33;33;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
204810;946;12/05/2019;M;B;76;76;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
204826;451;12/05/2019;M;C;26;26;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
204884;76;12/05/2019;M;A;70;70;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
204921;89;12/05/2019;F;C;54;54;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
204961;425;12/05/2019;F;B;41;41;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
204969;794;12/05/2019;M;B;7;7;5;['ACESSORIOS', 'ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
